,ori,data_year,offense,state,cleared,actual,data_range,latitude,longitude,name
47,NY0015100,2015,larceny,NY,113,394,,43.299428000000006,-74.217933,New York
48,NY0015200,2015,larceny,NY,361,544,,43.299428000000006,-74.217933,New York
49,NY0015300,2015,larceny,NY,637,1745,,43.299428000000006,-74.217933,New York
50,NY0015800,2015,larceny,NY,57,72,,43.299428000000006,-74.217933,New York
51,NY0020000,2015,larceny,NY,1,2,,43.299428000000006,-74.217933,New York
52,NY0022000,2015,larceny,NY,2,30,,43.299428000000006,-74.217933,New York
53,NY0022200,2015,larceny,NY,0,0,,43.299428000000006,-74.217933,New York
54,NY0022300,2015,larceny,NY,0,2,,43.299428000000006,-74.217933,New York
55,NY0022600,2015,larceny,NY,24,62,,43.299428000000006,-74.217933,New York
56,NY0022800,2015,larceny,NY,47,94,,43.299428000000006,-74.217933,New York
57,NY0025000,2015,larceny,NY,1,3,,43.299428000000006,-74.217933,New York
58,NY0027000,2015,larceny,NY,0,3,,43.299428000000006,-74.217933,New York
59,NY0030000,2015,larceny,NY,89,601,,43.299428000000006,-74.217933,New York
60,NY0010000,2015,motor-vehicle-theft,NY,2,4,,43.299428000000006,-74.217933,New York
61,NY0010100,2015,motor-vehicle-theft,NY,21,107,,43.299428000000006,-74.217933,New York
62,NY0010200,2015,motor-vehicle-theft,NY,3,17,,43.299428000000006,-74.217933,New York
63,NY0010300,2015,motor-vehicle-theft,NY,4,12,,43.299428000000006,-74.217933,New York
64,NY0012000,2015,motor-vehicle-theft,NY,1,4,,43.299428000000006,-74.217933,New York
65,NY0012100,2015,motor-vehicle-theft,NY,0,0,,43.299428000000006,-74.217933,New York
66,NY0012500,2015,motor-vehicle-theft,NY,3,4,,43.299428000000006,-74.217933,New York
67,NY0015100,2015,motor-vehicle-theft,NY,1,9,,43.299428000000006,-74.217933,New York
68,NY0015200,2015,motor-vehicle-theft,NY,1,6,,43.299428000000006,-74.217933,New York
69,NY0015300,2015,motor-vehicle-theft,NY,4,37,,43.299428000000006,-74.217933,New York
70,NY0015800,2015,motor-vehicle-theft,NY,3,3,,43.299428000000006,-74.217933,New York
71,NY0020000,2015,motor-vehicle-theft,NY,0,0,,43.299428000000006,-74.217933,New York
72,NY0022000,2015,motor-vehicle-theft,NY,0,0,,43.299428000000006,-74.217933,New York
73,NY0022200,2015,motor-vehicle-theft,NY,1,1,,43.299428000000006,-74.217933,New York
74,NY0022300,2015,motor-vehicle-theft,NY,0,0,,43.299428000000006,-74.217933,New York
75,NY0022600,2015,motor-vehicle-theft,NY,3,4,,43.299428000000006,-74.217933,New York
76,NY0022800,2015,motor-vehicle-theft,NY,0,0,,43.299428000000006,-74.217933,New York
77,NY0025000,2015,motor-vehicle-theft,NY,0,0,,43.299428000000006,-74.217933,New York
78,NY0027000,2015,motor-vehicle-theft,NY,0,0,,43.299428000000006,-74.217933,New York
79,NY0030000,2015,motor-vehicle-theft,NY,8,16,,43.299428000000006,-74.217933,New York
80,NY0010000,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
81,NY0010100,2015,homicide,NY,3,5,,43.299428000000006,-74.217933,New York
82,NY0010200,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
83,NY0010300,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
84,NY0012000,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
85,NY0012100,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
86,NY0012500,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
87,NY0015100,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
88,NY0015200,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
89,NY0015300,2015,homicide,NY,0,1,,43.299428000000006,-74.217933,New York
90,NY0015800,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
91,NY0020000,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
92,NY0022000,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
93,NY0022200,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
94,NY0022300,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
95,NY0022600,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
96,NY0022800,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
97,NY0025000,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
98,NY0027000,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
99,NY0030000,2015,homicide,NY,0,0,,43.299428000000006,-74.217933,New York
100,NY0010000,2015,rape,NY,3,4,,43.299428000000006,-74.217933,New York
101,NY0010000,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
102,NY0010100,2015,rape,NY,16,47,,43.299428000000006,-74.217933,New York
103,NY0010100,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
104,NY0010200,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
105,NY0010200,2015,rape,NY,7,8,,43.299428000000006,-74.217933,New York
106,NY0010300,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
107,NY0010300,2015,rape,NY,3,5,,43.299428000000006,-74.217933,New York
108,NY0012000,2015,rape,NY,0,0,,43.299428000000006,-74.217933,New York
109,NY0012000,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
110,NY0012100,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
111,NY0012100,2015,rape,NY,0,0,,43.299428000000006,-74.217933,New York
112,NY0012500,2015,rape,NY,0,1,,43.299428000000006,-74.217933,New York
113,NY0012500,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
114,NY0015100,2015,rape,NY,8,12,,43.299428000000006,-74.217933,New York
115,NY0015100,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
116,NY0015200,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
117,NY0015200,2015,rape,NY,1,5,,43.299428000000006,-74.217933,New York
118,NY0015300,2015,rape-legacy,NY,0,0,,43.299428000000006,-74.217933,New York
119,NY0015300,2015,rape,NY,3,3,,43.299428000000006,-74.217933,New York
120,NY0010000,2015,robbery,NY,0,1,,43.299428000000006,-74.217933,New York
121,NY0010100,2015,robbery,NY,93,234,,43.299428000000006,-74.217933,New York
122,NY0010200,2015,robbery,NY,7,10,,43.299428000000006,-74.217933,New York
123,NY0010300,2015,robbery,NY,3,3,,43.299428000000006,-74.217933,New York
124,NY0012000,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
125,NY0012100,2015,robbery,NY,1,1,,43.299428000000006,-74.217933,New York
126,NY0012500,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
127,NY0015100,2015,robbery,NY,1,2,,43.299428000000006,-74.217933,New York
128,NY0015200,2015,robbery,NY,2,3,,43.299428000000006,-74.217933,New York
129,NY0015300,2015,robbery,NY,19,28,,43.299428000000006,-74.217933,New York
130,NY0015800,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
131,NY0020000,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
132,NY0022000,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
133,NY0022200,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
134,NY0022300,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
135,NY0022600,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
136,NY0022800,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
137,NY0025000,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
138,NY0027000,2015,robbery,NY,0,0,,43.299428000000006,-74.217933,New York
139,NY0030000,2015,robbery,NY,3,5,,43.299428000000006,-74.217933,New York
140,NY0010000,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
141,NY0010100,2015,arson,NY,3,7,,43.299428000000006,-74.217933,New York
142,NY0010200,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
143,NY0010300,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
144,NY0012000,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
145,NY0012100,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
146,NY0012500,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
147,NY0015100,2015,arson,NY,2,1,,43.299428000000006,-74.217933,New York
148,NY0015200,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
149,NY0015300,2015,arson,NY,2,4,,43.299428000000006,-74.217933,New York
150,NY0015800,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
151,NY0020000,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
152,NY0022000,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
153,NY0022200,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
154,NY0022300,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
155,NY0022600,2015,arson,NY,1,1,,43.299428000000006,-74.217933,New York
156,NY0022800,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
157,NY0025000,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
158,NY0027000,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
159,NY0030000,2015,arson,NY,0,0,,43.299428000000006,-74.217933,New York
160,NY0010000,2015,violent-crime,NY,15,17,,43.299428000000006,-74.217933,New York
161,NY0010100,2015,violent-crime,NY,366,791,,43.299428000000006,-74.217933,New York
162,NY0010200,2015,violent-crime,NY,32,38,,43.299428000000006,-74.217933,New York
163,NY0010300,2015,violent-crime,NY,21,25,,43.299428000000006,-74.217933,New York
164,NY0012000,2015,violent-crime,NY,2,2,,43.299428000000006,-74.217933,New York
165,NY0012100,2015,violent-crime,NY,1,1,,43.299428000000006,-74.217933,New York
166,NY0012500,2015,violent-crime,NY,3,4,,43.299428000000006,-74.217933,New York
167,NY0015100,2015,violent-crime,NY,15,25,,43.299428000000006,-74.217933,New York
168,NY0015200,2015,violent-crime,NY,4,10,,43.299428000000006,-74.217933,New York
169,NY0015300,2015,violent-crime,NY,53,74,,43.299428000000006,-74.217933,New York
170,NY0015800,2015,violent-crime,NY,5,5,,43.299428000000006,-74.217933,New York
171,NY0020000,2015,violent-crime,NY,0,0,,43.299428000000006,-74.217933,New York
172,NY0022000,2015,violent-crime,NY,2,4,,43.299428000000006,-74.217933,New York
173,NY0022200,2015,violent-crime,NY,0,0,,43.299428000000006,-74.217933,New York
174,NY0022300,2015,violent-crime,NY,0,0,,43.299428000000006,-74.217933,New York
175,NY0022600,2015,violent-crime,NY,3,3,,43.299428000000006,-74.217933,New York
176,NY0022800,2015,violent-crime,NY,3,8,,43.299428000000006,-74.217933,New York
177,NY0025000,2015,violent-crime,NY,1,1,,43.299428000000006,-74.217933,New York
178,NY0027000,2015,violent-crime,NY,0,0,,43.299428000000006,-74.217933,New York
179,NY0030000,2015,violent-crime,NY,30,58,,43.299428000000006,-74.217933,New York
180,NY0010000,2015,property-crime,NY,29,110,,43.299428000000006,-74.217933,New York
181,NY0010100,2015,property-crime,NY,520,3214,,43.299428000000006,-74.217933,New York
182,NY0010200,2015,property-crime,NY,52,230,,43.299428000000006,-74.217933,New York
183,NY0010300,2015,property-crime,NY,41,210,,43.299428000000006,-74.217933,New York
184,NY0012000,2015,property-crime,NY,3,49,,43.299428000000006,-74.217933,New York
185,NY0012100,2015,property-crime,NY,3,11,,43.299428000000006,-74.217933,New York
186,NY0012500,2015,property-crime,NY,39,127,,43.299428000000006,-74.217933,New York
187,NY0015100,2015,property-crime,NY,125,461,,43.299428000000006,-74.217933,New York
188,NY0015200,2015,property-crime,NY,368,571,,43.299428000000006,-74.217933,New York
189,NY0015300,2015,property-crime,NY,679,1983,,43.299428000000006,-74.217933,New York
190,NY0015800,2015,property-crime,NY,71,92,,43.299428000000006,-74.217933,New York
191,NY0020000,2015,property-crime,NY,1,2,,43.299428000000006,-74.217933,New York
192,NY0022000,2015,property-crime,NY,3,32,,43.299428000000006,-74.217933,New York
193,NY0022200,2015,property-crime,NY,1,1,,43.299428000000006,-74.217933,New York
194,NY0022300,2015,property-crime,NY,1,4,,43.299428000000006,-74.217933,New York
195,NY0022600,2015,property-crime,NY,27,73,,43.299428000000006,-74.217933,New York
196,NY0022800,2015,property-crime,NY,50,103,,43.299428000000006,-74.217933,New York
197,NY0025000,2015,property-crime,NY,3,5,,43.299428000000006,-74.217933,New York
198,NY0027000,2015,property-crime,NY,1,6,,43.299428000000006,-74.217933,New York
199,NY0030000,2015,property-crime,NY,110,728,,43.299428000000006,-74.217933,New York
200,NJ0010000,2015,aggravated-assault,NJ,0,0,,40.058324,-74.405661,New Jersey
201,NJ0010100,2015,aggravated-assault,NJ,0,0,,40.058324,-74.405661,New Jersey
202,NJ0010200,2015,aggravated-assault,NJ,69,236,,40.058324,-74.405661,New Jersey
203,NJ0010300,2015,aggravated-assault,NJ,4,5,,40.058324,-74.405661,New Jersey
204,NJ0010400,2015,aggravated-assault,NJ,6,10,,40.058324,-74.405661,New Jersey
205,NJ0010700,2015,aggravated-assault,NJ,11,16,,40.058324,-74.405661,New Jersey
206,NJ0010800,2015,aggravated-assault,NJ,40,45,,40.058324,-74.405661,New Jersey
207,NJ0011100,2015,aggravated-assault,NJ,24,65,,40.058324,-74.405661,New Jersey
208,NJ0011200,2015,aggravated-assault,NJ,14,22,,40.058324,-74.405661,New Jersey
209,NJ0011300,2015,aggravated-assault,NJ,10,11,,40.058324,-74.405661,New Jersey
210,NJ0011400,2015,aggravated-assault,NJ,1,1,,40.058324,-74.405661,New Jersey
211,NJ0011500,2015,aggravated-assault,NJ,0,0,,40.058324,-74.405661,New Jersey
212,NJ0011600,2015,aggravated-assault,NJ,2,3,,40.058324,-74.405661,New Jersey
213,NJ0011700,2015,aggravated-assault,NJ,2,5,,40.058324,-74.405661,New Jersey
214,NJ0011800,2015,aggravated-assault,NJ,0,0,,40.058324,-74.405661,New Jersey
215,NJ0011900,2015,aggravated-assault,NJ,29,76,,40.058324,-74.405661,New Jersey
216,NJ0012100,2015,aggravated-assault,NJ,4,20,,40.058324,-74.405661,New Jersey
217,NJ0012200,2015,aggravated-assault,NJ,8,8,,40.058324,-74.405661,New Jersey
218,NJ0012400,2015,aggravated-assault,NJ,0,0,,40.058324,-74.405661,New Jersey
219,NJ001SP00,2015,aggravated-assault,NJ,7,24,,40.058324,-74.405661,New Jersey
220,NJ0010000,2015,burglary,NJ,0,0,,40.058324,-74.405661,New Jersey
221,NJ0010100,2015,burglary,NJ,4,23,,40.058324,-74.405661,New Jersey
222,NJ0010200,2015,burglary,NJ,16,305,,40.058324,-74.405661,New Jersey
223,NJ0010300,2015,burglary,NJ,6,56,,40.058324,-74.405661,New Jersey
224,NJ0010400,2015,burglary,NJ,3,26,,40.058324,-74.405661,New Jersey
225,NJ0010700,2015,burglary,NJ,1,35,,40.058324,-74.405661,New Jersey
226,NJ0010800,2015,burglary,NJ,19,146,,40.058324,-74.405661,New Jersey
227,NJ0011100,2015,burglary,NJ,17,140,,40.058324,-74.405661,New Jersey
228,NJ0011200,2015,burglary,NJ,45,167,,40.058324,-74.405661,New Jersey
229,NJ0011300,2015,burglary,NJ,4,14,,40.058324,-74.405661,New Jersey
230,NJ0011400,2015,burglary,NJ,8,25,,40.058324,-74.405661,New Jersey
231,NJ0011500,2015,burglary,NJ,1,2,,40.058324,-74.405661,New Jersey
232,NJ0011600,2015,burglary,NJ,1,45,,40.058324,-74.405661,New Jersey
233,NJ0011700,2015,burglary,NJ,1,23,,40.058324,-74.405661,New Jersey
234,NJ0011800,2015,burglary,NJ,3,25,,40.058324,-74.405661,New Jersey
235,NJ0011900,2015,burglary,NJ,8,158,,40.058324,-74.405661,New Jersey
236,NJ0012100,2015,burglary,NJ,2,54,,40.058324,-74.405661,New Jersey
237,NJ0012200,2015,burglary,NJ,23,125,,40.058324,-74.405661,New Jersey
238,NJ0012400,2015,burglary,NJ,0,1,,40.058324,-74.405661,New Jersey
239,NJ001SP00,2015,burglary,NJ,14,73,,40.058324,-74.405661,New Jersey
240,NJ0010000,2015,larceny,NJ,0,0,,40.058324,-74.405661,New Jersey
241,NJ0010100,2015,larceny,NJ,48,181,,40.058324,-74.405661,New Jersey
242,NJ0010200,2015,larceny,NJ,274,2166,,40.058324,-74.405661,New Jersey
243,NJ0010300,2015,larceny,NJ,10,130,,40.058324,-74.405661,New Jersey
244,NJ0010400,2015,larceny,NJ,5,68,,40.058324,-74.405661,New Jersey
245,NJ0010700,2015,larceny,NJ,26,77,,40.058324,-74.405661,New Jersey
246,NJ0010800,2015,larceny,NJ,228,556,,40.058324,-74.405661,New Jersey
247,NJ0011100,2015,larceny,NJ,49,425,,40.058324,-74.405661,New Jersey
248,NJ0011200,2015,larceny,NJ,483,847,,40.058324,-74.405661,New Jersey
249,NJ0011300,2015,larceny,NJ,23,72,,40.058324,-74.405661,New Jersey
250,NJ0011400,2015,larceny,NJ,8,52,,40.058324,-74.405661,New Jersey
251,NJ0011500,2015,larceny,NJ,1,3,,40.058324,-74.405661,New Jersey
252,NJ0011600,2015,larceny,NJ,38,168,,40.058324,-74.405661,New Jersey
253,NJ0011700,2015,larceny,NJ,2,37,,40.058324,-74.405661,New Jersey
254,NJ0011800,2015,larceny,NJ,17,57,,40.058324,-74.405661,New Jersey
255,NJ0011900,2015,larceny,NJ,54,213,,40.058324,-74.405661,New Jersey
256,NJ0012100,2015,larceny,NJ,44,229,,40.058324,-74.405661,New Jersey
257,NJ0012200,2015,larceny,NJ,68,190,,40.058324,-74.405661,New Jersey
258,NJ0012400,2015,larceny,NJ,3,29,,40.058324,-74.405661,New Jersey
259,NJ001SP00,2015,larceny,NJ,145,575,,40.058324,-74.405661,New Jersey
260,NJ0010000,2015,motor-vehicle-theft,NJ,0,0,,40.058324,-74.405661,New Jersey
261,NJ0010100,2015,motor-vehicle-theft,NJ,1,1,,40.058324,-74.405661,New Jersey
262,NJ0010200,2015,motor-vehicle-theft,NJ,0,75,,40.058324,-74.405661,New Jersey
263,NJ0010300,2015,motor-vehicle-theft,NJ,0,2,,40.058324,-74.405661,New Jersey
264,NJ0010400,2015,motor-vehicle-theft,NJ,3,3,,40.058324,-74.405661,New Jersey
265,NJ0010700,2015,motor-vehicle-theft,NJ,0,0,,40.058324,-74.405661,New Jersey
266,NJ0010800,2015,motor-vehicle-theft,NJ,3,14,,40.058324,-74.405661,New Jersey
267,NJ0011100,2015,motor-vehicle-theft,NJ,3,26,,40.058324,-74.405661,New Jersey
268,NJ0011200,2015,motor-vehicle-theft,NJ,6,25,,40.058324,-74.405661,New Jersey
269,NJ0011300,2015,motor-vehicle-theft,NJ,2,10,,40.058324,-74.405661,New Jersey
270,NJ0011400,2015,motor-vehicle-theft,NJ,1,3,,40.058324,-74.405661,New Jersey
271,NJ0011500,2015,motor-vehicle-theft,NJ,0,0,,40.058324,-74.405661,New Jersey
272,NJ0011600,2015,motor-vehicle-theft,NJ,10,11,,40.058324,-74.405661,New Jersey
273,NJ0011700,2015,motor-vehicle-theft,NJ,0,2,,40.058324,-74.405661,New Jersey
274,NJ0011800,2015,motor-vehicle-theft,NJ,1,1,,40.058324,-74.405661,New Jersey
275,NJ0011900,2015,motor-vehicle-theft,NJ,1,32,,40.058324,-74.405661,New Jersey
276,NJ0012100,2015,motor-vehicle-theft,NJ,1,3,,40.058324,-74.405661,New Jersey
277,NJ0012200,2015,motor-vehicle-theft,NJ,0,8,,40.058324,-74.405661,New Jersey
278,NJ0012400,2015,motor-vehicle-theft,NJ,0,1,,40.058324,-74.405661,New Jersey
279,NJ001SP00,2015,motor-vehicle-theft,NJ,3,9,,40.058324,-74.405661,New Jersey
280,NJ0010000,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
281,NJ0010100,2015,homicide,NJ,0,2,,40.058324,-74.405661,New Jersey
282,NJ0010200,2015,homicide,NJ,2,7,,40.058324,-74.405661,New Jersey
283,NJ0010300,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
284,NJ0010400,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
285,NJ0010700,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
286,NJ0010800,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
287,NJ0011100,2015,homicide,NJ,1,1,,40.058324,-74.405661,New Jersey
288,NJ0011200,2015,homicide,NJ,2,1,,40.058324,-74.405661,New Jersey
289,NJ0011300,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
290,NJ0011400,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
291,NJ0011500,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
292,NJ0011600,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
293,NJ0011700,2015,homicide,NJ,2,1,,40.058324,-74.405661,New Jersey
294,NJ0011800,2015,homicide,NJ,0,1,,40.058324,-74.405661,New Jersey
295,NJ0011900,2015,homicide,NJ,2,6,,40.058324,-74.405661,New Jersey
296,NJ0012100,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
297,NJ0012200,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
298,NJ0012400,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
299,NJ001SP00,2015,homicide,NJ,0,0,,40.058324,-74.405661,New Jersey
300,NJ0010000,2015,rape,NJ,0,0,,40.058324,-74.405661,New Jersey
301,NJ0010000,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
302,NJ0010100,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
303,NJ0010100,2015,rape,NJ,0,0,,40.058324,-74.405661,New Jersey
304,NJ0010200,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
305,NJ0010200,2015,rape,NJ,3,17,,40.058324,-74.405661,New Jersey
306,NJ0010300,2015,rape,NJ,0,0,,40.058324,-74.405661,New Jersey
307,NJ0010300,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
308,NJ0010400,2015,rape,NJ,1,2,,40.058324,-74.405661,New Jersey
309,NJ0010400,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
310,NJ0010700,2015,rape,NJ,0,0,,40.058324,-74.405661,New Jersey
311,NJ0010700,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
312,NJ0010800,2015,rape,NJ,4,7,,40.058324,-74.405661,New Jersey
313,NJ0010800,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
314,NJ0011100,2015,rape,NJ,0,7,,40.058324,-74.405661,New Jersey
315,NJ0011100,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
316,NJ0011200,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
317,NJ0011200,2015,rape,NJ,2,2,,40.058324,-74.405661,New Jersey
318,NJ0011300,2015,rape,NJ,1,2,,40.058324,-74.405661,New Jersey
319,NJ0011300,2015,rape-legacy,NJ,0,0,,40.058324,-74.405661,New Jersey
320,NJ0010000,2015,robbery,NJ,0,0,,40.058324,-74.405661,New Jersey
321,NJ0010100,2015,robbery,NJ,4,8,,40.058324,-74.405661,New Jersey
322,NJ0010200,2015,robbery,NJ,53,356,,40.058324,-74.405661,New Jersey
323,NJ0010300,2015,robbery,NJ,1,1,,40.058324,-74.405661,New Jersey
324,NJ0010400,2015,robbery,NJ,0,0,,40.058324,-74.405661,New Jersey
325,NJ0010700,2015,robbery,NJ,1,2,,40.058324,-74.405661,New Jersey
326,NJ0010800,2015,robbery,NJ,13,24,,40.058324,-74.405661,New Jersey
327,NJ0011100,2015,robbery,NJ,2,19,,40.058324,-74.405661,New Jersey
