,ori,data_year,offense,state,cleared,actual,data_range,latitude,longitude,name
0,NY0010000,2018,aggravated-assault,NY,9,10,,43.299428000000006,-74.217933,New York
1,NY0010100,2018,aggravated-assault,NY,234,550,,43.299428000000006,-74.217933,New York
2,NY0010200,2018,aggravated-assault,NY,25,31,,43.299428000000006,-74.217933,New York
3,NY0010300,2018,aggravated-assault,NY,21,28,,43.299428000000006,-74.217933,New York
4,NY0012000,2018,aggravated-assault,NY,2,2,,43.299428000000006,-74.217933,New York
5,NY0012500,2018,aggravated-assault,NY,2,3,,43.299428000000006,-74.217933,New York
6,NY0015100,2018,aggravated-assault,NY,15,16,,43.299428000000006,-74.217933,New York
7,NY0015200,2018,aggravated-assault,NY,11,13,,43.299428000000006,-74.217933,New York
8,NY0015300,2018,aggravated-assault,NY,40,52,,43.299428000000006,-74.217933,New York
9,NY0015800,2018,aggravated-assault,NY,6,7,,43.299428000000006,-74.217933,New York
10,NY0020000,2018,aggravated-assault,NY,3,5,,43.299428000000006,-74.217933,New York
11,NY0022000,2018,aggravated-assault,NY,3,3,,43.299428000000006,-74.217933,New York
12,NY0022100,2018,aggravated-assault,NY,0,0,,43.299428000000006,-74.217933,New York
13,NY0022300,2018,aggravated-assault,NY,0,0,,43.299428000000006,-74.217933,New York
14,NY0022600,2018,aggravated-assault,NY,1,1,,43.299428000000006,-74.217933,New York
15,NY0022800,2018,aggravated-assault,NY,11,14,,43.299428000000006,-74.217933,New York
16,NY0025000,2018,aggravated-assault,NY,0,0,,43.299428000000006,-74.217933,New York
17,NY0027000,2018,aggravated-assault,NY,1,1,,43.299428000000006,-74.217933,New York
18,NY0030000,2018,aggravated-assault,NY,19,22,,43.299428000000006,-74.217933,New York
19,NY0030100,2018,aggravated-assault,NY,118,208,,43.299428000000006,-74.217933,New York
20,NY0010000,2018,burglary,NY,4,19,,43.299428000000006,-74.217933,New York
21,NY0010100,2018,burglary,NY,62,432,,43.299428000000006,-74.217933,New York
22,NY0010200,2018,burglary,NY,3,25,,43.299428000000006,-74.217933,New York
23,NY0010300,2018,burglary,NY,12,38,,43.299428000000006,-74.217933,New York
24,NY0012000,2018,burglary,NY,1,6,,43.299428000000006,-74.217933,New York
25,NY0012500,2018,burglary,NY,1,10,,43.299428000000006,-74.217933,New York
26,NY0015100,2018,burglary,NY,3,28,,43.299428000000006,-74.217933,New York
27,NY0015200,2018,burglary,NY,13,31,,43.299428000000006,-74.217933,New York
28,NY0015300,2018,burglary,NY,36,130,,43.299428000000006,-74.217933,New York
29,NY0015800,2018,burglary,NY,5,9,,43.299428000000006,-74.217933,New York
30,NY0020000,2018,burglary,NY,0,0,,43.299428000000006,-74.217933,New York
31,NY0022000,2018,burglary,NY,3,6,,43.299428000000006,-74.217933,New York
32,NY0022100,2018,burglary,NY,0,0,,43.299428000000006,-74.217933,New York
33,NY0022300,2018,burglary,NY,0,0,,43.299428000000006,-74.217933,New York
